link,title,content
http://help.remotepass.com/en/articles/7876845-what-are-additional-checks,What are additional checks?,"**What are additional checks?**

Although we make every effort to process transfers quickly, sometimes, transfers may be subjected to additional checks by intermediate or receiving banks before the funds are credited to your account. This does not necessarily indicate a problem with the transaction.

Banks are governed by global and local regulations and have their own internal compliance protocols aimed at ensuring maximum adherence to compliance standards and safeguarding against fraudulent activities and illegal practices. Unfortunately, **RemotePass has no visibility or control over such cases' processing times and specifics**.

**What do extra additional checks mean?**

Additional checks may be triggered by inconsistencies in transfer details such as name, address, etc., unusual activity, or merely as a part of routine checks. Each bank has unique internal compliance protocols/processes and reserves the right to maintain confidentiality. **Neither RemotePass nor its banking partners have access to these details**. In certain situations, the bank might require additional information, which RemotePass can provide.

**What steps should I take if my transfer is selected for additional checks?**

After the bank completes the additional checks, they decide to deposit the funds into your bank account or reject the transfer. If the transfer is rejected, the amount will be returned to your RemotePass balance, and you can then opt for a different withdrawal method or account.

**How long does it take for the additional checks to be completed?**

The duration for these checks can range from 2 to 14 business days, although it may take longer in some cases. The details of these additional checks are often confidential, and hence, **Neither RemotePass nor its banking partners** cannot provide the specifics or a time frame.

**Is it possible for RemotePass to expedite the processing time?**

RemotePass does not have the authority or insight into the internal protocols of intermediary and receiving banks. However, if additional information is required, RemotePass will immediately respond and cooperate accordingly.

**Is it possible to recall or cancel a transfer under additional checks?**

Until a final decision is reached by the bank, the transfer cannot be canceled or recalled."
http://help.remotepass.com/en/articles/7876833-how-long-does-it-take-to-receive-a-transfer,How long does it take to receive a transfer?,"**How long does a transfer take after requesting a withdrawal?**

The length of time it takes to receive a transfer varies on several factors, including the country and currency of withdrawal, as well as any security and compliance checks that may be necessary. When you request a withdrawal, the estimated time of arrival (**ETA)** for the transfer will be displayed on the confirmation page, along with the **transfer fee** and the **exact amount to be received**.

You can find the ETA on the transaction receipt under the **transactions page** >> **details**. Our payment processing is limited to business days (Monday to Friday) and is subject to the processing times of our banking partners.

To ensure the safety of your funds, our banking partners may need to verify your personal details, such as your ID, banking information, or address. This process, known as verification, is intended to protect your money and can add additional time to your transfer beyond the initial ETA. If there are any issues or delays with your transfer, please contact our support team for assistance."
http://help.remotepass.com/en/articles/8017140-what-is-instant-card-payout,What is Instant Card Payout?,"**What is Instant Card Payout?**

The Instant Card Payout method is a recently introduced withdrawal option that enables contractors on RemotePass to transfer funds directly to their card-connected bank account. This method allows them to receive money instantly and deposit it directly into their card/bank account without any delays.

**How to use the Instant Card Payout method?**

You can add the Instant Card Payout method from your profile settings or during withdrawal steps.

1. Navigate to your Profile Settings.
2. Click on Withdrawal methods and then Add Account.
3. Choose Instant Card Payout and add your card details.

You can also activate auto-withdraw, which means your earnings will be sent directly to the registered card as soon as you get paid. Note that the card may take a few hours to get verified before you can use it. This verification is just a one-time process. You'll receive an email notification once the card is successfully verified, and you can start using it immediately.

**What are the benefits of the Instant Card Payout method?**

- **Convenience:** Card payouts provide a convenient way to receive funds directly into your card account.
- **Speed:** Card Payout is instant compared to traditional international bank transfers. Once the payout is initiated, the funds are usually available on the card within a short period, ensuring quick access to your money.
- **Security:** Payouts to cards often incorporate robust security measures to protect users' financial information and prevent unauthorized access to funds. This adds an extra layer of security, ensuring your money remains safe during transactions and account activities.

**What cards and countries are eligible for the Instant Card Payout method?**

Currently, the Instant Card Payout method applies to Visa and Mastercard, including debit and credit cards, as long as they are linked to a bank account.

**What is the transfer fee for the Instant Card Payout method?**

The transfer fee of 2% is applied with a minimum fee of $5 and a maximum fee of $15. The minimum withdrawal amount is $15.

**How long does it take to receive money using Instant Card Payout?**

In most cases, the transaction can take a few seconds; however, in some circumstances, the transaction can take longer to reach the beneficiary because the receiving bank takes longer to apply the funds to the beneficiary’s account.

**Can I add multiple cards to the Instant Card Payout method?**

Yes, it is possible to add multiple cards to your account.

**Is the Instant Card Payout method available to all users everywhere?**

The Instant Card Payout feature is available only to contractors in certain countries. We are working closely with our provider to expand its availability to more countries and currencies.

**Supported Countries and Currencies:**

- **Visa and Mastercard Availability:**
  - Armenia: AMD/USD
  - Austria: EUR
  - Azerbaijan: AZN/USD
  - Bahrain: BHD
  - Belarus: BYN/USD
  - Belgium: EUR
  - Bosnia and Herzegovina: BAM
  - Botswana: BWP
  - Bulgaria: BGN/EUR
  - Brazil: BRL
  - Cambodia: KHR
  - Costa Rica: CRC
  - Croatia: EUR
  - Colombia: COP
  - Cyprus: EUR
  - Czech Republic: CZK/EUR
  - Denmark: DKK/EUR
  - Dominican Republic: DOP
  - Ecuador: USD
  - Egypt: EGP/USD
  - El Salvador: USD
  - Estonia: EUR
  - Finland: EUR
  - France: EUR
  - Gambia: GMD
  - Georgia: GEL/USD
  - Germany: EUR
  - Ghana: GHS
  - Greece: EUR
  - Guatemala: GTQ
  - Honduras: HNL
  - Hong Kong: HKD
  - Hungary: EUR/HUF
  - Iceland: EUR
  - Indonesia: IDR
  - India: INR
  - Ireland: EUR
  - Israel: ILS
  - Italy: EUR
  - Jamaica: JMD
  - Jordan: JOD
  - Kazakhstan: KZT/USD
  - Kenya: KES
  - Kuwait: KWD
  - Kyrgyzstan: KGS
  - Latvia: EUR
  - Lebanon: USD
  - Lithuania: EUR
  - Luxembourg: EUR
  - Macedonia: EUR
  - Malaysia: MYR/USD
  - Malta: EUR
  - Mexico: MXN/USD
  - Moldova: MDL/USD
  - Morocco: MAD
  - Montenegro: EUR
  - Netherlands: EUR
  - New Zealand: NZD
  - Nigeria: USD
  - Norway: NOK/EUR
  - Oman: OMR
  - Panama: PAB
  - Pakistan: PKR
  - Peru: PEN/USD
  - Philippines: PHP
  - Poland: PLN/EUR
  - Portugal: EUR
  - Qatar: QAR
  - Romania: RON/EUR
  - Saudi Arabia: SAR
  - Serbia: RSD/EUR
  - Singapore: SGD/USD
  - Slovakia: EUR
  - Slovenia: EUR
  - South Africa: ZAR
  - Spain: EUR
  - Sri Lanka: LKR
  - Sweden: SEK/EUR
  - Tajikistan: TJS
  - Thailand: THB
  - Turkey: TRY/USD
  - United Kingdom: GBP
  - United Arab Emirates: AED/USD
  - Ukraine: UAH/USD
  - Uzbekistan: UZS
  - Vietnam: VND
  - Zambia: ZMW
  - Zimbabwe: USD"
http://help.remotepass.com/en/articles/8560628-eur-transfers-to-eur-bank-accounts-outside-of-europe,EUR transfers to EUR bank accounts outside of Europe,"**EUR transfers to EUR bank accounts outside of Europe**

EUR transfers to **EUR bank accounts** located **outside of the European union** (non-SEPA countries) might incur additional fees:

**Correspondent Bank Fees**: Correspondent banks are intermediary banks that handle international transfers. They may charge a fee for processing the transfer on their end. These fees are usually deducted from the transferred amount before reaching the recipient's bank account.

**Beneficiary Bank Fees**: The recipient's bank may also charge a fee for receiving the transfer. This fee can vary depending on the recipient's bank and their fee structure.

RemotePass has no control or visibility over these fees.

When the **intermediary fee can be accurately predicted**, we will apply the fee indicated in the table to ensure that the recipient is charged the minimum amount possible."
http://help.remotepass.com/en/articles/8894204-what-do-the-different-payment-statuses-mean,What do the different Payment Statuses mean?,"**What do the different Payment Statuses mean?**

Learn about the payment statuses applicable to contractors.

Under the Payments tab of your contract, you may see various payment statuses. Below is a description of each status:

- **Pending** status means that the Company has not processed the payment yet.
- **Processing** status means that the Company has stated that they are in the process of sending the payment, but it has not yet been received by RemotePass. The Contractor will be promptly notified via email once the payment is received.
- **Paid** status means that the payment has been received and applied to your account.
- **Canceled** status means that the Company has canceled the payment."
http://help.remotepass.com/en/articles/5905075-how-to-complete-manual-kyc-verification-on-remotepass,How to complete manual KYC verification on RemotePass?,
http://help.remotepass.com/en/articles/4361347-what-is-a-kyc,What is a KYC?,"**What is a KYC?**

Learn about the KYC verification process

A **Know-Your-Customer** is a mechanism to verify the identity of the user. Your client might request that you get KYC-verified before you can sign the contract. We integrated a 3rd party solution called Veriff, to ensure the KYC verification. The process is straightforward and takes less than 5 minutes. You will be asked to take a picture of your identification (Passports, driver’s license, photo ID, or residence permit) and then a selfie.

Below is a video of how it works."
http://help.remotepass.com/en/articles/5267894-how-to-complete-the-kyc-process,How to complete the KYC process?,"**How to complete the KYC process?**

Learn how to complete the identity verification process. 

Before you can sign the contract, you will need to complete a short identity verification process. It will take you less than 5 minutes.

1. Go to your **profile settings** and click on the **KYC** tab.
2. Click on **get verified now,** prepare a valid ID and your smartphone. You will get redirected to our 3rd party solution Veriff to complete the verification.
3. You have two options to get verified: scan the **QR code** with your smartphone or enter your **phone number** to receive an sms link.
4. A link will be provided to take a picture of your identification _(passport, driver's license, ID card or residence permit)_ then a selfie.

That's it, now you can sign your contract!"
http://help.remotepass.com/en/articles/5094128-how-to-upload-my-own-invoice,How to upload my own invoice?,"By default, RemotePass generates an invoice on your behalf after you receive a payment. The invoice is instantly available to you and to your client under the invoices page; however, if you prefer to use your own invoice you can replace it in 2 clicks:

💡Tip: The client will have access to the newly uploaded invoice instantly."
http://help.remotepass.com/en/articles/4546879-how-do-i-generate-an-invoice,How do I generate an invoice?,"Title: How do I generate an invoice? | RemotePass Help Center

Every time you receive a payment on RemotePass, an invoice relative to that payment is automatically generated on your behalf and made available to your client. You can view and download your invoices under the '**Invoices**' page."
http://help.remotepass.com/en/articles/6173378-email-template-for-introducing-remotepass-to-a-full-time-employee,Email template for introducing RemotePass to a **full-time employee**,"Email subject: Welcome to [ORGANIZATION NAME]: Introducing RemotePass, our Employer of Record for International Payroll

Hello [**Employee_name**],

Welcome to [**ORGANIZATION NAME**]. We're so excited to have you on the team.

To help you get started as quickly as possible, we wanted to introduce our payroll & onboarding platform, RemotePass will serve as your employer of record in [**EMPLOYEE COUNTRY**] to ensure that you are paid compliantly, on time and that you and [**ORGANIZATION NAME**] adhere to local tax and labor regulations.

**Employee of RemotePass:**
* It's 100% free
* Easily submit your expenses & time off request for your manager's approval
* Payslips are submitted on your behalf automatically after each monthly payment
* Easy access to your payslips and request documents (i.e. salary certificates, etc...)
* All-access customer support: If you need help at any point, you can contact the RemotePass team via email or chat directly on the platform

**What’s Next?**
Your onboarding specialist will be in touch with you closer to your start date to launch the onboarding formalities ​🚀

**Support**
If you have any questions about RemotePass, please contact their support team via chat, email, or their help center.

Thanks, and again, welcome to [**ORGANIZATION NAME**].

**[Your name]**"
http://help.remotepass.com/en/articles/6028091-how-to-enable-two-factor-authentication,How to enable two-factor authentication?,"**Two-factor authentication** or **F2A** is an extra layer of security for your RemotePass account. When enabled, you will be asked to enter a code every time you login to your account. This is an additional step to protect your account and to make sure that you, and only you, can access it.

_Follow these steps to enable F2A:_
1. Go to **Profile settings**, then click on the **Security** Tab.
2. Switch the toggle **On** Under **Two-Factor Authentication**.
3. Enter your **password** and follow the steps:
   1. Download and install [Google authentication](https://apps.apple.com/us/app/google-authenticator/id388497605) app on your phone.
   2. Scan the **QR code** or enter the **Code** shown for.
4. Done.

Now, every time you login to your account, you will be prompted to enter your F2A code generated by your authentication app, then click **Verify**."
http://help.remotepass.com/en/articles/4472311-email-template-for-introducing-remotepass-to-an-existing-team-member,Email template for introducing RemotePass to an **Existing team member**,"**Email subject**: Introducing RemotePass for International Payroll 

Hello \[**Contractor\_name**\],

We are excited to announce that \[**ORGANIZATION NAME**\] is transitioning to RemotePass as our International Payroll & Compliance platform. As our remote team expands globally, it's essential to streamline our cross-border payment and compliance processes to enhance productivity and efficiency. RemotePass offers a unified platform to:

**How RemotePass Will Help You?**

**What’s Next?**

You will soon receive an email invitation from RemotePass. Please follow the instructions in the email to set up your profile. Once your profile is complete, you will receive notifications for payments, and withdrawing funds in your preferred currency will be just two clicks away. We believe this will simplify your experience as a member of the **\[ORGANIZATION\]** team.

**Support**

For any questions about RemotePass, visit their onboarding portal for helpful videos or their help center. For further assistance, contact their support team via chat or email.

**\[Your name\]**"
http://help.remotepass.com/en/articles/4480276-email-template-for-introducing-remotepass-to-a-new-team-members,Email template for introducing RemotePass to a **New team members**,"Email template for introducing RemotePass to a New team members

Recommended to inform your new team member prior to sending an invite to Review & Sign a contract

Hello [**Contractor_name**],

Welcome to [**ORGANIZATION NAME**]. We're so excited to have you on the team.

To help you get started as quickly as possible, we wanted to introduce our payroll & on-boarding platform, RemotePass.

With our growing international team, RemotePass allows us to centralize our cross-border payroll and compliance requirements. All on-boarding requirements, contracts, invoices, and payment processes are in one platform, making it more efficient for both [**ORGANIZATION NAME**] and our team members.

**Team Benefits of RemotePass:**

**What’s Next?**

You'll receive an email invitation from RemotePass shortly. Please follow the email instructions to get on-boarded with us.

Once your profile is set up, you'll be notified every time you receive a payment, and in two clicks you'll be able to withdraw your funds instantly, in whichever currency you choose.

**Support**

If you have any questions about RemotePass, please contact their support team via chat, email, or their help center.

Thanks, and again, welcome to [**ORGANIZATION NAME**].

**[Your name]**"
http://help.remotepass.com/en/articles/8684368-does-the-remotepass-card-support-google-pay,Does the Remotepass Card support Google Pay?,"Title: Does the Remotepass Card support Google Pay? 

RemotePass Card is not yet enabled for Google Pay. It will be available in the coming weeks."
http://help.remotepass.com/en/articles/8684236-does-the-remotepass-card-support-apple-pay,Does the Remotepass Card support Apple Pay?,"I encountered authorization errors with the scraping tools and was unable to extract the content from the provided URL. Therefore, I cannot provide the requested information."
http://help.remotepass.com/en/articles/6811792-what-is-the-remotepass-card,What is the RemotePass Card?,"In its simplest terms, the RemotePass Card is a Mastercard debit card, available in both a physical and virtual form. It enables you to receive payments instantly at zero cost, hold your funds in USD, and spend your money wherever Mastercard is accepted. You can top up your card from your RemotePass wallet, giving you a seamless and unified environment to manage your money and spending all from one place."
http://help.remotepass.com/en/articles/6970118-how-much-does-remotepass-card-cost,How much does RemotePass card cost?,"How much does RemotePass card cost?

Order fees (one-time):
* Virtual Card: $5 per card
* Physical Card: $5 per card

Transaction fees:
* 1.4% cross border fee on transactions in USD where the merchant's account and the card issuing bank are not in the same country. Card issuing country: Singapore.
* 1.6% forex fee on Non-USD transactions.

Physical Card Fees:
* Additional charges might apply for ATM services."
http://help.remotepass.com/en/articles/7228327-how-can-i-reset-the-pin-for-my-physical-card,How can I reset the PIN for my physical card?,"How can I reset the PIN for my physical card?

To reset your card PIN, follow these steps:
1. Log in to your **RemotePass account**.
2. Navigate to the **Cards** page.
3. Click on **Settings**, select **Reset PIN** and follow the onscreen instructions."
http://help.remotepass.com/en/articles/6811802-who-is-the-issuer-of-the-remotepass-card,Who is the issuer of the RemotePass Card?,"Who is the issuer of the RemotePass Card?

RemotePass card is issued by Matchmove Pay Pte Ltd, a licensed Mastercard card issuer which is regulated by the Monetary Authority of Singapore."
http://help.remotepass.com/en/articles/6811810-where-are-my-funds-held,Where are my funds held?,"**Where are my funds held?**

All customer funds are accorded protection in conformity with the Payment Services Act 2019 by depositing the funds in a trust account with The Development Bank of Singapore (DBS). This is maintained by Matchmove Pay Pte Ltd, and all card transactions are processed by the Mastercard network and are protected by Mastercard rules and standards."
http://help.remotepass.com/en/articles/6811817-am-i-eligible-for-the-remotepass-card,Am I eligible for the RemotePass card?,"Am I eligible for the RemotePass card?

To be eligible you must have completed your KYC verification, have an active contract with RemotePass and be a resident of the countries below:
* Algeria
* Argentina
* Armenia
* Brazil
* Colombia
* El Salvador
* Egypt
* Georgia
* Indonesia
* Jordan
* Kazakhstan
* Kenya
* Lebanon
* Mexico
* Moldova
* Morocco
* Nigeria
* Pakistan
* Peru
* Philippines
* Poland
* Portugal
* Saudi Arabia
* South Africa
* Spain
* Tajikistan
* Tunisia
* Turkey
* Ukraine
* United Arab Emirates
* United Kingdom
* Uzbekistan
* Vietnam

_New countries will be added soon.._"
http://help.remotepass.com/en/articles/6811832-what-kind-of-transactions-will-i-be-able-to-make,What kind of transactions will I be able to make?,"**What kind of transactions will I be able to make?**

You can use the virtual card for your online purchases. The physical card will allow you to make purchases online and offline globally wherever Mastercard is supported."
http://help.remotepass.com/en/articles/6811818-is-it-a-debit-or-a-credit-card,Is it a debit or a credit card?,"**Is it a debit or a credit card?**

It is a debit card. You can top up your card balance using your RemotePass wallet."
http://help.remotepass.com/en/articles/7233496-what-are-the-restricted-merchant-categories-to-be-used-by-the-card,What are the restricted merchant categories to be used by the Card?,"What are the restricted merchant categories to be used by the Card?

List of Restricted Merchants
- Shell company
- Shell banks
- Atomic power
- Unregulated charities
- Red light business/adult entertainment
- Marijuana
- Gambling
- Non-regulated banking and finance in a non-FATF member jurisdiction"
http://help.remotepass.com/en/collections/3758465-order-and-manage-your-card,Order and manage your card,"The tools I have access to are currently unable to extract and clean the content from the provided URL due to authorization errors. Therefore, I cannot fulfill your request at this time."
http://help.remotepass.com/en/articles/6811856-how-do-i-request-my-remotepass-card,How do I request my RemotePass Card?,"How do I request my RemotePass Card?

Ordering your RemotePass card is very easy:
* **Login to your RemotePass account and open the Cards page**
* Click on **Request a card**, fill out the form, and upload your Proof of Address.
* _Click here to learn more about the verification process and timeline_"
http://help.remotepass.com/en/articles/6811860-what-is-the-verification-process-and-how-long-does-it-take,What is the verification process and how long does it take?,"The standard verification process consists of:

1. Completing the KYC verification
2. Providing a Proof of Address:
   - Bank statement and credit card bills can be accepted
   - Proof of address document must
     * Be dated within 3 months
     * Be in full width
     * Contain the issuer’s company logo/name
     * Contain the full name and address of the user
   - Sensitive information such as account balances may be redacted

**Level 1 KYC**
Once you have submitted your request, you will receive immediate access to the Card with limitations, you will have a $1,000 top up limit and spend.

**Level 2 KYC**
Once the team has reviewed the information provided (usually within 48 hours) and if you are eligible you will be verified. Your limit will be lifted and you will receive an email notification.

In certain cases, an enhanced verification is required, where extra information and documentation is requested. If this is the case, you will be notified."
http://help.remotepass.com/en/articles/7228298-how-to-activate-your-physical-card,How to activate your physical card?,"How to activate your physical card?

Learn how you can activate your card.

After receiving your card, you'll need to activate it and set a PIN code. Follow these steps to do so:
1. Log in to your **RemotePass account** & navigate to the **Cards** page.
2. Click **Activate Card** and follow the on-screen instructions.
3. Once completed, your card will be ready for use 🎉"
http://help.remotepass.com/en/articles/6811873-how-can-i-top-up-and-offload-my-remotepass-card,How can I top up and offload my RemotePass Card?,"**How can I top up and offload my RemotePass Card?**

Top up and offload transactions are free of charge.

You can **top up** your RemotePass card balance using your RemotePass wallet:
1. Visit the **Card** page and click on **Top up**.
2. Enter the **Amount** and **Confirm** your transaction.

You can **offload** your RemotePass card balance to your RemotePass wallet:
1. Visit the **Cards** page and click on **Offload**.
2. Enter the **Amount** and **Confirm** your transaction."
http://help.remotepass.com/en/articles/7228266-how-to-request-a-physical-card,How to request a physical card?,"How to request a physical card?

Learn about the requirements and steps to order your physical card.

To be eligible for a physical card, you must first request a virtual card and successfully complete the card's KYC process.

Follow these steps to request a physical card:
1. Log in to your RemotePass account.
2. Navigate to the Cards page.
3. Click on Request Your Physical Card, fill out the form and Submit.

*Please note that it may take up to 15 days for your card to arrive.*"
http://help.remotepass.com/en/articles/6811868-what-are-the-limits,What are the limits?,"**What are the limits?**

**KYC Level 1**
- Max balance: $1,000
- Daily transaction limit: $1,000
- Yearly transaction limit: $1,000
- Per transaction limit: $1,000

**KYC Level 2**
- Max balance: $250,000
- Daily transaction limit: $250,000
- Yearly transaction limit: $250,000
- Per transaction limit: $250,000"
http://help.remotepass.com/en/articles/6811887-can-i-terminate-or-freeze-my-remotepass-card,Can I terminate or freeze my RemotePass Card?,"**Can I terminate or freeze my RemotePass Card?**

You can terminate or freeze your RemotePass card at any time:

1. Visit the **Cards** page and click on the **3-dots** action button.
2. **Select the action and confirm**

Please note:
- Freezing the card is temporary and you can unfreeze it at any time.
- Terminating the card is an irreversible action."
http://help.remotepass.com/en/articles/6811890-why-was-a-transaction-declined,Why was a transaction declined?,"**Why was a transaction declined?**

Possible reasons that a transaction can be declined include:

- **Insufficient balance**: Your Card balance is too low — you can check your balance under the **Cards** page.
- **Card is frozen or terminated**: To check the status of your Card, visit the **Cards** page.
- **Merchant category is restricted**: The merchant you are buying from might be restricted. Please refer to this [link](https://help.remotepass.com/en/articles/7233496-what-are-the-restricted-merchant-categories-to-be-used-by-the-card) to view the list of restricted merchant categories.
- **Incorrect Card details**: The card details entered might be incorrect. You can check your card details under the **Cards** page.
- **Security reasons**: If suspicious activity is detected, the card processor reserves the right to reject transactions.
- **Mastercard not accepted**: The Merchant does not accept Mastercard.
- **Debit card not accepted**: The Merchant does not accept debit cards.
- **Incorrect/expired OTP**: Your OTP has expired or was entered incorrectly."
http://help.remotepass.com/en/articles/6811894-where-can-i-see-my-transaction-history,Where can I see my transaction history?,"**Where can I see my transaction history?**

Login to your **RemotePass account** and open the **Cards** page. Here, you will see the list of recent transactions:
* You may click on **View All Transactions** to see the entire list of transactions.
* By clicking on the **view details**, you will be able to see more detailed information about each transaction."
http://help.remotepass.com/en/articles/6811897-is-3d-secure-enabled-for-my-card,Is 3D Secure enabled for my card?,"**Is 3D Secure enabled for my card?**

Yes, for every purchase transaction, you will be prompted to enter a 3D Secure one-time password (OTP).

* Depending on your country of residence, the OTP will be sent to the registered email address on file and/or by SMS to your phone number.
* Note that OTP is only valid for 3 minutes after receipt."
http://help.remotepass.com/en/articles/8287175-how-to-earn-cashback,How to earn cashback?,"Earning your 1% cashback couldn't be more straightforward. Just ensure you spend a **minimum of $500** within a month, from _the first to the last day of the month_. Once you meet this threshold, a **1% cashback** on all your online and offline transactions from that month will be credited to your account on the 1st of the subsequent month. _It's as effortless as that!_

**Example**: If you spend $2,500 in August, a 1% cashback equivalent to $25 will be automatically added to your card balance on September 1st."
